Holdings details

Total World Stock ETF (VT)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,2020415,Hanover Insurance Group Inc.,THG,<0.01%,Property & Casualty Insurance,US,---,"$1,241,809.86","13,327"
,B71SXC4,Haitong Securities Co. Ltd.,6837,<0.01%,Investment Banking & Brokerage,CN,---,"$1,239,954.22","1,449,939"
,B0L0W35,UPL Ltd.,UPL,<0.01%,Fertilizers & Agricultural Chemicals,IN,---,"$1,239,381.58","181,207"
,B1WT1L9,Sweco AB,SWEC B,<0.01%,Construction & Engineering,SE,---,"$1,239,190.03","22,370"
,BHQK864,Shenzhen Mindray Bio-Medical Electronics Co. Ltd.,300760,<0.01%,Health Care Equipment,CN,---,"$1,239,004.74","24,188"
,B19FQ48,Amicus Therapeutics Inc.,FOLD,<0.01%,Biotechnology,US,---,"$1,238,662.88","87,724"
,2266026,First Financial Bankshares Inc.,FFIN,<0.01%,Regional Banks,US,---,"$1,238,366.70","44,370"
,6900308,Mazda Motor Corp.,7261,<0.01%,Automobile Manufacturers,JP,---,"$1,237,671.43","211,000"
,6194468,Kose Corp.,4922,<0.01%,Personal Products,JP,---,"$1,236,620.13","10,100"
,BCZWJ63,Murphy USA Inc.,MUSA,<0.01%,Automotive Retail,US,---,"$1,235,624.91","9,633"
,6421854,Far EasTone Telecommunications Co. Ltd.,4904,<0.01%,Wireless Telecommunication Services,TW,---,"$1,235,565.09","585,000"
,2420640,Highwoods Properties Inc.,HIW,<0.01%,Office REITs,US,---,"$1,234,603.89","36,777"
,2451918,ICU Medical Inc.,ICUI,<0.01%,Health Care Supplies,US,---,"$1,233,812.76","6,751"
,2191399,Eagle Materials Inc.,EXP,<0.01%,Construction Materials,US,---,"$1,233,599.12","14,291"
,2133045,Power Integrations Inc.,POWI,<0.01%,Semiconductors,US,---,"$1,232,871.60","22,254"
,6596923,Mitsubishi Gas Chemical Co. Inc.,4182,<0.01%,Diversified Chemicals,JP,---,"$1,231,548.88","66,200"
,6141680,Oracle Corp. Japan,4716,<0.01%,Systems Software,JP,---,"$1,230,936.09","11,400"
,BSQXJ01,Thule Group AB,THULE,<0.01%,Leisure Products,SE,---,"$1,230,684.46","37,294"
,B12LZK2,Arab National Bank,1080,<0.01%,Diversified Banks,SA,---,"$1,230,649.99","226,747"
,6075756,Bank of Kyoto Ltd.,8369,<0.01%,Regional Banks,JP,---,"$1,228,094.97","25,400"
,2969637,Dick's Sporting Goods Inc.,DKS,<0.01%,Specialty Stores,US,---,"$1,227,750.56","21,212"
,B4LR5Q8,Mapletree Industrial Trust,ME8U,<0.01%,Industrial REITs,SG,---,"$1,227,327.85","518,015"
,6519481,Lite-On Technology Corp.,2301,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$1,226,883.55","765,988"
,BDG22J3,Valvoline Inc.,VVV,<0.01%,Commodity Chemicals,US,---,"$1,226,804.32","64,433"
,BD2BST6,Kyushu Railway Co.,9142,<0.01%,Railroads,JP,---,"$1,225,615.27","57,324"
,B43WJC5,AltaGas Ltd.,ALA,<0.01%,Gas Utilities,CA,---,"$1,225,016.92","101,441"
,BK5CVS5,Change Healthcare Inc.,CHNG,<0.01%,Health Care Technology,US,---,"$1,224,658.51","84,401"
,B081VR8,Morningstar Inc.,MORN,<0.01%,Financial Exchanges & Data,US,---,"$1,224,169.42","7,622"
,2659518,Onex Corp.,ONEX,<0.01%,Multi-Sector Holdings,CA,---,"$1,223,687.73","27,431"
,2415204,Hawaiian Electric Industries Inc.,HE,<0.01%,Electric Utilities,US,---,"$1,222,301.28","36,772"
,BP3R295,Industrial Bank Co. Ltd.,601166,<0.01%,Diversified Banks,CN,---,"$1,220,627.71","513,700"
,BHHZBZ8,Spirit Realty Capital Inc.,SRC,<0.01%,Retail REITs,US,---,"$1,219,995.00","36,148"
,B1W8P14,Aalberts NV,AALB,<0.01%,Industrial Machinery,NL,---,"$1,218,390.58","33,882"
,BFMWBV6,Equitrans Midstream Corp.,ETRN,<0.01%,Oil & Gas Storage & Transportation,US,---,"$1,218,180.78","143,993"
,BFTDJL8,Brixmor Property Group Inc.,BRX,<0.01%,Retail REITs,US,---,"$1,217,513.50","104,150"
,6178967,Casio Computer Co. Ltd.,6952,<0.01%,Consumer Electronics,JP,---,"$1,216,040.87","75,100"
,B1Y47Y7,Gerresheimer AG,GXI,<0.01%,Life Sciences Tools & Services,DE,---,"$1,215,392.83","10,865"
,B1WT4X2,Interactive Brokers Group Inc.,IBKR,<0.01%,Investment Banking & Brokerage,US,---,"$1,215,161.19","25,143"
,2433842,Unum Group,UNM,<0.01%,Life & Health Insurance,US,---,"$1,215,092.34","72,198"
,6619604,NGK Spark Plug Co. Ltd.,5334,<0.01%,Auto Parts & Equipment,JP,---,"$1,213,490.10","69,500"
,6806116,Shin Poong Pharmaceutical Co. Ltd.,019170,<0.01%,Pharmaceuticals,KR,---,"$1,213,337.99","11,261"
,B07SFG7,Domino's Pizza Enterprises Ltd.,DMP,<0.01%,Restaurants,AU,---,"$1,213,241.22","21,219"
,B137VV2,Almarai Co. JSC,2280,<0.01%,Packaged Foods & Meats,SA,---,"$1,212,886.38","85,769"
,2967084,Grupo Elektra SAB DE CV,ELEKTRA*,<0.01%,Diversified Banks,MX,---,"$1,212,861.82","22,369"
,2624486,National Oilwell Varco Inc.,NOV,<0.01%,Oil & Gas Equipment & Services,US,---,"$1,212,617.58","133,843"
,B12C0T9,Samsung Life Insurance Co. Ltd.,032830,<0.01%,Life & Health Insurance,KR,---,"$1,212,288.65","23,229"
,6689533,Kakaku.com Inc.,2371,<0.01%,Interactive Media & Services,JP,---,"$1,211,895.97","45,968"
,B0B8Z29,Bank of Communications Co. Ltd.,3328,<0.01%,Diversified Banks,CN,---,"$1,211,707.48","2,514,058"
,6903556,Tingyi Cayman Islands Holding Corp.,322,<0.01%,Packaged Foods & Meats,HK,---,"$1,211,155.07","684,000"
,BZ01RF1,Demant A/S,DEMANT,<0.01%,Health Care Equipment,DK,---,"$1,210,037.74","38,584"
,2866857,Lundin Mining Corp.,LUN,<0.01%,Copper,CA,---,"$1,209,646.74","216,784"
,2626103,National Fuel Gas Co.,NFG,<0.01%,Gas Utilities,US,---,"$1,208,120.76","29,764"
,BZ3DNP6,Alamos Gold Inc.,AGI,<0.01%,Gold,CA,---,"$1,207,972.85","137,125"
,0265274,Derwent London plc,DLN,<0.01%,Office REITs,GB,---,"$1,207,571.54","36,472"
,5811917,Evotec SE,EVT,<0.01%,Life Sciences Tools & Services,DE,---,"$1,207,336.37","45,794"
,BBFL7S1,Bluebird Bio Inc.,BLUE,<0.01%,Biotechnology,US,---,"$1,207,185.20","22,376"
,B128R96,Equatorial Energia SA,EQTL3,<0.01%,Electric Utilities,BR,---,"$1,206,859.10","320,000"
,2892807,Timken Co.,TKR,<0.01%,Industrial Machinery,US,---,"$1,206,774.54","22,257"
,2854238,Stantec Inc.,STN,<0.01%,Research & Consulting Services,CA,---,"$1,205,658.40","39,708"
,BMQ60Q1,UFP Industries Inc.,UFPI,<0.01%,Building Products,US,---,"$1,205,414.81","21,331"
,6123451,Coca-Cola Amatil Ltd.,CCL,<0.01%,Soft Drinks,AU,---,"$1,204,551.43","175,978"
,6497662,Kuraray Co. Ltd.,3405,<0.01%,Commodity Chemicals,JP,---,"$1,204,086.83","124,100"
,6350260,Northam Platinum Ltd.,NHM,<0.01%,Precious Metals & Minerals,ZA,---,"$1,203,962.36","118,452"
,BP7RS59,Advanced Drainage Systems Inc.,WMS,<0.01%,Building Products,US,---,"$1,201,595.36","19,244"
,B1LH3Y1,B2W Cia Digital,BTOW3,<0.01%,Internet & Direct Marketing Retail,BR,---,"$1,201,469.09","74,987"
,B4PH0C5,Gjensidige Forsikring ASA,GJF,<0.01%,Multi-line Insurance,NO,---,"$1,201,365.83","59,196"
,2980906,Foot Locker Inc.,FL,<0.01%,Apparel Retail,US,---,"$1,201,235.04","36,368"
,B4V9661,Ralph Lauren Corp.,RL,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$1,201,165.84","17,672"
,B1FT462,Armstrong World Industries Inc.,AWI,<0.01%,Building Products,US,---,"$1,201,147.36","17,456"
,2101741,Black Hills Corp.,BKH,<0.01%,Multi-Utilities,US,---,"$1,199,138.82","22,418"
,B1HHKD3,AerCap Holdings NV,AER,<0.01%,Trading Companies & Distributors,US,---,"$1,198,892.86","47,594"
,B1Y3WG1,IOI Corp. Bhd.,IOICORP,<0.01%,Agricultural Products,MY,---,"$1,198,801.73","1,115,540"
,3398649,ITV plc,ITV,<0.01%,Broadcasting,GB,---,"$1,198,529.20","1,374,840"
,B3SGMV5,Keyera Corp.,KEY,<0.01%,Oil & Gas Storage & Transportation,CA,---,"$1,197,380.65","79,322"
,6805317,Hulic Co. Ltd.,3003,<0.01%,Real Estate Operating Companies,JP,---,"$1,197,289.61","127,600"
,2319414,EQT Corp.,EQT,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,195,999.14","92,498"
,BYQP136,ABN AMRO Bank NV,ABN,<0.01%,Diversified Banks,NL,---,"$1,195,385.00","142,996"
,2535243,Louisiana-Pacific Corp.,LPX,<0.01%,Forest Products,US,---,"$1,195,036.96","40,496"
,5806225,Colruyt SA,COLR,<0.01%,Food Retail,BE,---,"$1,193,390.87","18,389"
,6331470,Far Eastern New Century Corp.,1402,<0.01%,Industrial Conglomerates,TW,---,"$1,192,390.47","1,357,279"
,BLR5MQ4,Gulf Energy Development PCL,GULF-F,<0.01%,Independent Power Producers & Energy Traders,TH,---,"$1,191,917.91","1,235,080"
,2795542,Semtech Corp.,SMTC,<0.01%,Semiconductors,US,---,"$1,190,805.60","22,485"
,2646123,Wipro Ltd.,WIT,<0.01%,IT Consulting & Other Services,US,ADR,"$1,190,354.90","253,267"
,BFMZ4V6,Syneos Health Inc.,SYNH,<0.01%,Life Sciences Tools & Services,US,---,"$1,190,092.92","22,387"
,BG49KP9,Tritax Big Box REIT plc,BBOX,<0.01%,Industrial REITs,GB,---,"$1,189,849.54","595,786"
,2707826,PNM Resources Inc.,PNM,<0.01%,Electric Utilities,US,---,"$1,189,477.40","28,780"
,6679794,Tokyo Century Corp.,8439,<0.01%,Specialized Finance,JP,---,"$1,189,317.57","21,820"
,2719070,RLI Corp.,RLI,<0.01%,Property & Casualty Insurance,US,---,"$1,188,882.27","14,199"
,6641544,NSK Ltd.,6471,<0.01%,Industrial Machinery,JP,---,"$1,188,721.68","155,300"
,7745638,Covivio,COV,<0.01%,Office REITs,FR,---,"$1,187,829.57","16,916"
,B6T6J81,Proto Labs Inc.,PRLB,<0.01%,Industrial Machinery,US,---,"$1,187,774.00","9,172"
,2831888,Southwest Gas Holdings Inc.,SWX,<0.01%,Gas Utilities,US,---,"$1,187,352.70","18,817"
,6190563,Chiba Bank Ltd.,8331,<0.01%,Regional Banks,JP,---,"$1,185,762.48","214,900"
,BRJ9GW0,New Residential Investment Corp.,NRZ,<0.01%,Mortgage REITs,US,---,"$1,185,511.95","149,121"
,B133RS9,Savola Group,2050,<0.01%,Packaged Foods & Meats,SA,---,"$1,183,309.57","92,314"
,2062161,Agree Realty Corp.,ADC,<0.01%,Retail REITs,US,---,"$1,182,813.04","18,586"
,B1359J0,PTT Exploration & Production PCL,PTTEP-F,<0.01%,Oil & Gas Exploration & Production,TH,---,"$1,182,341.81","472,581"
,2232050,Credit Acceptance Corp.,CACC,<0.01%,Consumer Finance,US,---,"$1,180,160.40","3,485"
,BSP5Y25,Lifco AB,LIFCO B,<0.01%,Industrial Conglomerates,SE,---,"$1,180,091.23","15,257"
,B037HF1,NTPC Ltd.,NTPC,<0.01%,Independent Power Producers & Energy Traders,IN,---,"$1,178,595.14","1,018,661"
,BYQCQ32,Galenica AG,GALE,<0.01%,Health Care Distributors,CH,---,"$1,178,369.91","16,946"
,BNFX071,South State Corp.,SSB,<0.01%,Regional Banks,US,---,"$1,176,978.60","24,444"
,2229610,RioCan Real Estate Investment Trust,REI.UN,<0.01%,Retail REITs,CA,---,"$1,176,898.71","111,458"
,6056331,Asia Cement Corp.,1102,<0.01%,Construction Materials,TW,---,"$1,176,120.76","816,264"
,BYPZJQ6,Janus Henderson Group plc,JHG,<0.01%,Asset Management & Custody Banks,US,---,"$1,175,138.88","54,104"
,2100845,Banco de Chile,CHILE,<0.01%,Diversified Banks,CL,---,"$1,174,795.57","15,384,335"
,B6SR6J5,Central Pattana PCL,CPN-F,<0.01%,Real Estate Operating Companies,TH,---,"$1,173,904.08","870,200"
,BD5CPN9,Gree Electric Appliances Inc. of Zhuhai,000651,<0.01%,Household Appliances,CN,---,"$1,171,592.87","148,800"
,BD3BX01,JBG SMITH Properties,JBGS,<0.01%,Office REITs,US,---,"$1,170,730.68","43,782"
,B9GS088,Granite Real Estate Investment Trust,GRT.UN,<0.01%,Industrial REITs,CA,---,"$1,170,618.90","20,170"
,B0RJCG9,Minth Group Ltd.,425,<0.01%,Auto Parts & Equipment,HK,---,"$1,170,286.82","268,000"
,BDT5KT5,Inspire Medical Systems Inc.,INSP,<0.01%,Health Care Technology,US,---,"$1,168,805.85","9,057"
,BSDRYR8,FibroGen Inc.,FGEN,<0.01%,Biotechnology,US,---,"$1,168,342.56","28,413"
,BD390V5,Sailpoint Technologies Holdings Inc.,SAIL,<0.01%,Systems Software,US,---,"$1,168,185.54","29,522"
,B1G5XP1,Aedifica SA,AED,<0.01%,Health Care REITs,BE,---,"$1,166,228.09","9,549"
,B7XJTN8,Qualys Inc.,QLYS,<0.01%,Systems Software,US,---,"$1,164,946.86","11,886"
,B011YD2,CapitaLand Commercial Trust,C61U,<0.01%,Office REITs,SG,---,"$1,164,472.88","960,353"
,BGLN838,LiveRamp Holdings Inc.,RAMP,<0.01%,IT Consulting & Other Services,US,---,"$1,164,410.84","22,492"
,BKPNC96,Boyd Group Services Inc.,BYD,<0.01%,Diversified Support Services,CA,---,"$1,162,304.64","7,525"
,2145460,Brooks Automation Inc.,BRKS,<0.01%,Semiconductor Equipment,US,---,"$1,162,143.72","25,122"
,2503206,Lancaster Colony Corp.,LANC,<0.01%,Packaged Foods & Meats,US,---,"$1,161,306.00","6,495"
,2127899,Affiliated Managers Group Inc.,AMG,<0.01%,Asset Management & Custody Banks,US,---,"$1,161,297.54","16,983"
,BF2FPV3,AAK AB,AAK,<0.01%,Packaged Foods & Meats,SE,---,"$1,161,241.46","62,394"
,BD3FZ18,Bandwidth Inc.,BAND,<0.01%,Alternative Carriers,US,---,"$1,159,493.94","6,642"
,6687184,Unilever Indonesia Tbk PT,UNVR,<0.01%,Household Products,ID,---,"$1,158,550.59","2,123,200"
,B23TGR6,China Jinmao Holdings Group Ltd.,817,<0.01%,Real Estate Development,CN,---,"$1,158,073.75","2,080,000"
,B64B9P8,Hudson Pacific Properties Inc.,HPP,<0.01%,Office REITs,US,---,"$1,157,487.33","52,781"
,6747367,Rohto Pharmaceutical Co. Ltd.,4527,<0.01%,Personal Products,JP,---,"$1,157,400.21","35,200"
,B6632T7,Bakkafrost P/F,BAKKA,<0.01%,Packaged Foods & Meats,NO,---,"$1,156,939.83","17,932"
,B5387L5,Maxis Bhd.,MAXIS,<0.01%,Wireless Telecommunication Services,MY,---,"$1,155,175.65","943,500"
,0182663,Diploma plc,DPLM,<0.01%,Trading Companies & Distributors,GB,---,"$1,154,937.20","40,732"
,6420129,CapitaLand Mall Trust,C38U,<0.01%,Retail REITs,SG,---,"$1,154,115.42","810,900"
,BW0BGZ3,carsales.com Ltd.,CAR,<0.01%,Interactive Media & Services,AU,---,"$1,153,754.44","77,017"
,2387701,Allied Properties Real Estate Investment Trust,AP.UN,<0.01%,Office REITs,CA,---,"$1,153,430.10","42,841"
,B4NPMX6,Rexnord Corp.,RXN,<0.01%,Industrial Machinery,US,---,"$1,152,301.44","38,616"
,6811734,Singapore Airlines Ltd.,C6L,<0.01%,Airlines,SG,---,"$1,148,349.87","448,736"
,6495428,Korea Zinc Co. Ltd.,010130,<0.01%,Diversified Metals & Mining,KR,---,"$1,147,995.75","3,557"
,BJJD5G3,Xerox Holdings Corp.,XRX,<0.01%,"Technology Hardware, Storage & Periphera",US,---,"$1,147,823.04","61,152"
,B75DGJ3,J2 Global Inc.,JCOM,<0.01%,Application Software,US,---,"$1,146,490.86","16,563"
,B8W6766,Liberty Global plc,LBTYA,<0.01%,Alternative Carriers,US,---,"$1,144,750.86","54,486"
,B1HHB18,KBR Inc.,KBR,<0.01%,IT Consulting & Other Services,US,---,"$1,143,825.80","51,155"
,6397825,OZ Minerals Ltd.,OZL,<0.01%,Copper,AU,---,"$1,142,996.01","112,017"
,BZBW6G7,Sinch AB,SINCH,<0.01%,Application Software,SE,---,"$1,142,979.30","14,016"
,6805328,Shizuoka Bank Ltd.,8355,<0.01%,Regional Banks,JP,---,"$1,142,967.82","165,500"
,0207458,Genus plc,GNS,<0.01%,Biotechnology,GB,---,"$1,142,050.29","23,029"
,BYTN3W0,Canopy Growth Corp.,WEED,<0.01%,Pharmaceuticals,CA,---,"$1,140,883.95","79,578"
,B2QKXW0,Bajaj Auto Ltd.,BAJAJ-AUTO,<0.01%,Motorcycle Manufacturers,IN,---,"$1,140,820.05","29,183"
,B1V7L36,Supermax Corp. Bhd.,SUPERMX,<0.01%,Health Care Supplies,MY,---,"$1,138,017.48","558,446"
,BZ0CTP8,Chemours Co.,CC,<0.01%,Diversified Chemicals,US,---,"$1,136,751.24","54,364"
,BYT8165,Japan Post Bank Co. Ltd.,7182,<0.01%,Diversified Banks,JP,---,"$1,136,705.51","145,735"
,2614487,Insmed Inc.,INSM,<0.01%,Biotechnology,US,---,"$1,136,663.24","35,366"
,2248693,Integra LifeSciences Holdings Corp.,IART,<0.01%,Health Care Equipment,US,---,"$1,136,018.76","24,058"
,6133450,Micro-Star International Co. Ltd.,2377,<0.01%,"Technology Hardware, Storage & Periphera",TW,---,"$1,135,676.89","246,000"
,B52J816,Airtac International Group,1590,<0.01%,Industrial Machinery,TW,---,"$1,134,803.70","49,884"
,BDRXBF4,TFI International Inc.,TFII,<0.01%,Trucking,CA,---,"$1,134,466.15","27,130"
,2370585,Glacier Bancorp Inc.,GBCI,<0.01%,Regional Banks,US,---,"$1,134,217.45","35,389"
,2072074,Balchem Corp.,BCPC,<0.01%,Specialty Chemicals,US,---,"$1,133,093.78","11,606"
,BFYF094,frontdoor Inc.,FTDR,<0.01%,Specialized Consumer Services,US,---,"$1,131,580.62","29,082"
,2028174,AMERCO,UHAL,<0.01%,Trucking,US,---,"$1,130,592.48","3,176"
,B606XG6,Oneness Biotech Co. Ltd.,4743,<0.01%,Pharmaceuticals,TW,---,"$1,130,225.49","95,000"
,B86SZR5,ALS Ltd.,ALQ,<0.01%,Research & Consulting Services,AU,---,"$1,129,090.78","169,124"
,BG0SC10,La Francaise des Jeux SAEM,FDJ,<0.01%,Casinos & Gaming,FR,---,"$1,125,069.97","30,667"
,BYP71H7,National Vision Holdings Inc.,EYE,<0.01%,Specialty Stores,US,---,"$1,124,906.08","29,417"
,B0M0C89,SUMCO Corp.,3436,<0.01%,Semiconductor Equipment,JP,---,"$1,124,861.25","79,726"
,BH6XZT5,Valmet Oyj,VALMT,<0.01%,Industrial Machinery,FI,---,"$1,124,310.07","45,579"
,6546359,Sohgo Security Services Co. Ltd.,2331,<0.01%,Security & Alarm Services,JP,---,"$1,124,213.24","23,600"
,B2QKWK1,Bajaj Finserv Ltd.,BAJAJFINSV,<0.01%,Multi-line Insurance,IN,---,"$1,123,902.11","14,093"
,BD2Z8S7,Italgas SPA,IG,<0.01%,Gas Utilities,IT,---,"$1,123,457.80","178,132"
,B1W0JF2,China CITIC Bank Corp. Ltd.,998,<0.01%,Diversified Banks,CN,---,"$1,122,520.76","2,896,525"
,2485070,KB Home,KBH,<0.01%,Homebuilding,US,---,"$1,122,293.26","29,234"
,2789523,Omnicell Inc.,OMCL,<0.01%,Health Care Technology,US,---,"$1,122,289.12","15,032"
,6687247,COMSYS Holdings Corp.,1721,<0.01%,Construction & Engineering,JP,---,"$1,121,662.01","40,198"
,2910970,Marathon Oil Corp.,MRO,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,119,265.31","273,659"
,B2QZGV5,Axiata Group Bhd.,AXIATA,<0.01%,Wireless Telecommunication Services,MY,---,"$1,117,885.03","1,569,551"
,BRTL411,LONGi Green Energy Technology Co. Ltd.,601012,<0.01%,Semiconductors,CN,---,"$1,117,311.74","100,989"
,B081VQ7,Lazard Ltd.,LAZ,<0.01%,Investment Banking & Brokerage,US,---,"$1,117,056.95","33,799"
,6451271,Israel Discount Bank Ltd.,DSCT,<0.01%,Diversified Banks,IL,---,"$1,116,922.65","414,028"
,6105578,Clicks Group Ltd.,CLS,<0.01%,Drug Retail,ZA,---,"$1,116,899.57","84,367"
,6452586,Shin Kong Financial Holding Co. Ltd.,2888,<0.01%,Life & Health Insurance,TW,---,"$1,116,078.13","3,993,875"
,2982399,Saia Inc.,SAIA,<0.01%,Trucking,US,---,"$1,112,807.08","8,822"
,6709958,AMP Ltd.,AMP,<0.01%,Other Diversified Financial Services,AU,---,"$1,112,598.17","1,181,514"
,6446620,Korea Shipbuilding & Offshore Engineering Co. Ltd.,009540,<0.01%,Construction Machinery & Heavy Trucks,KR,---,"$1,111,638.08","15,762"
,BVFNZH2,Rotork plc,ROR,<0.01%,Industrial Machinery,GB,---,"$1,110,802.63","306,374"
,BFY8W20,ASGN Inc.,ASGN,<0.01%,Human Resource & Employment Services,US,---,"$1,105,880.44","17,399"
,6616508,Seiko Epson Corp.,6724,<0.01%,"Technology Hardware, Storage & Periphera",JP,---,"$1,105,173.77","96,100"
,B55PZY3,Targa Resources Corp.,TRGP,<0.01%,Oil & Gas Storage & Transportation,US,---,"$1,104,890.56","78,752"
,2577052,LivePerson Inc.,LPSN,<0.01%,Application Software,US,---,"$1,103,591.73","21,227"
,BFMQPR2,Cannae Holdings Inc.,CNNE,<0.01%,Multi-Sector Holdings,US,---,"$1,102,262.58","29,583"
,2105505,H&R Block Inc.,HRB,<0.01%,Specialized Consumer Services,US,---,"$1,101,643.83","67,627"
,6002453,ASM Pacific Technology Ltd.,522,<0.01%,Semiconductor Equipment,HK,---,"$1,099,695.35","107,422"
,B125XQ6,Portland General Electric Co.,POR,<0.01%,Electric Utilities,US,---,"$1,098,050.50","30,931"
,B679Q36,Seegene Inc.,096530,<0.01%,Biotechnology,KR,---,"$1,096,069.18","4,861"
,B57JY24,China Minsheng Banking Corp. Ltd.,1988,<0.01%,Diversified Banks,CN,---,"$1,095,823.39","2,085,512"
,B94QHZ0,Blackstone Mortgage Trust Inc.,BXMT,<0.01%,Mortgage REITs,US,---,"$1,094,369.64","49,812"
,6308913,Elbit Systems Ltd.,ESLT,<0.01%,Aerospace & Defense,IL,---,"$1,093,814.20","9,011"
,B1W5NW2,Salmar ASA,SALM,<0.01%,Packaged Foods & Meats,NO,---,"$1,093,796.82","19,300"
,2360326,Gap Inc.,GPS,<0.01%,Apparel Retail,US,---,"$1,092,389.35","64,145"
,B2RB4W9,Colfax Corp.,CFX,<0.01%,Industrial Machinery,US,---,"$1,092,206.08","34,828"
,BRTLBY3,Liberty Broadband Corp.,LBRDA,<0.01%,Cable & Satellite,US,---,"$1,089,242.61","7,681"
,BZ05388,Global Blood Therapeutics Inc.,GBT,<0.01%,Biotechnology,US,---,"$1,088,684.16","19,744"
,BMH4NJ8,Synovus Financial Corp.,SNV,<0.01%,Regional Banks,US,---,"$1,088,455.55","51,415"
,6044109,Anritsu Corp.,6754,<0.01%,Electronic Equipment & Instruments,JP,---,"$1,086,994.38","47,700"
,6681669,PPB Group Bhd.,PPB,<0.01%,Packaged Foods & Meats,MY,---,"$1,086,235.62","237,240"
,5474008,Bankinter SA,BKT,<0.01%,Diversified Banks,ES,---,"$1,086,180.62","252,308"
,B0CCGJ4,Western Alliance Bancorp,WAL,<0.01%,Regional Banks,US,---,"$1,085,704.32","34,336"
,B8XBQ96,Shanghai Fosun Pharmaceutical Group Co. Ltd.,2196,<0.01%,Pharmaceuticals,CN,---,"$1,084,836.50","259,139"
,BYQKH33,Grasim Industries Ltd.,GRASIM,<0.01%,Construction Materials,IN,---,"$1,084,665.55","107,158"
,6905808,Tsingtao Brewery Co. Ltd.,168,<0.01%,Brewers,CN,---,"$1,082,780.06","132,322"
,B5730Z1,New China Life Insurance Co. Ltd.,1336,<0.01%,Life & Health Insurance,CN,---,"$1,080,750.85","287,501"
,6435576,Wharf Holdings Ltd.,4,<0.01%,Diversified Real Estate Activites,HK,---,"$1,080,203.62","538,600"
,B05LZ02,Hakuhodo DY Holdings Inc.,2433,<0.01%,Advertising,JP,---,"$1,079,768.34","83,500"
,4943402,voestalpine AG,VOE,<0.01%,Steel,AT,---,"$1,079,727.10","40,967"
,BYVS6J1,CK Infrastructure Holdings Ltd.,1038,<0.01%,Electric Utilities,HK,---,"$1,079,345.27","230,000"
,B832462,Taylor Morrison Home Corp.,TMHC,<0.01%,Homebuilding,US,---,"$1,079,328.87","43,893"
,BZ22CY6,Rapid7 Inc.,RPD,<0.01%,Systems Software,US,---,"$1,078,068.96","17,604"
,6927590,Vitasoy International Holdings Ltd.,345,<0.01%,Packaged Foods & Meats,HK,---,"$1,077,551.21","276,332"
,5699373,Wienerberger AG,WIE,<0.01%,Construction Materials,AT,---,"$1,077,415.30","40,831"
,2889155,ACI Worldwide Inc.,ACIW,<0.01%,Application Software,US,---,"$1,075,510.80","41,160"
,B41XC98,China Resources Cement Holdings Ltd.,1313,<0.01%,Construction Materials,CN,---,"$1,075,055.18","782,000"
,6660204,Taiheiyo Cement Corp.,5233,<0.01%,Construction Materials,JP,---,"$1,074,961.37","42,100"
,B3ZCNF7,Telefonica Brasil SA,VIVT4,<0.01%,Integrated Telecommunication Services,BR,---,"$1,074,416.72","138,964"
,BD5CPS4,Ping An Bank Co. Ltd.,000001,<0.01%,Diversified Banks,CN,---,"$1,073,316.43","479,700"
,2732635,AutoNation Inc.,AN,<0.01%,Automotive Retail,US,---,"$1,073,102.82","20,274"
,B3XS562,Air Lease Corp.,AL,<0.01%,Trading Companies & Distributors,US,---,"$1,071,505.82","36,421"
,BZ8FXC4,Biohaven Pharmaceutical Holding Co. Ltd.,BHVN,<0.01%,Biotechnology,US,---,"$1,071,494.82","16,482"
,B3BRJZ8,John Bean Technologies Corp.,JBT,<0.01%,Industrial Machinery,US,---,"$1,069,783.38","11,642"
